year_month,date,Level,Name,Series,Permits
202504,Apr 2025,City/Other,East Point,Single-Family,9
202505,May 2025,City/Other,East Point,Single-Family,9
202506,Jun 2025,City/Other,East Point,Single-Family,8
202507,Jul 2025,City/Other,East Point,Single-Family,8
202508,Aug 2025,City/Other,East Point,Single-Family,7
202509,Sep 2025,City/Other,East Point,Single-Family,7
202510,Oct 2025,City/Other,East Point,Single-Family,7
202511,Nov 2025,City/Other,East Point,Single-Family,5
202512,Dec 2025,City/Other,East Point,Single-Family,7
202407,Jul 2024,City/Other,Fairburn,Single-Family,3
202408,Aug 2024,City/Other,Fairburn,Single-Family,4
202409,Sep 2024,City/Other,Fairburn,Single-Family,4
202410,Oct 2024,City/Other,Fairburn,Single-Family,2
202411,Nov 2024,City/Other,Fairburn,Single-Family,9
202412,Dec 2024,City/Other,Fairburn,Single-Family,5
202501,Jan 2025,City/Other,Fairburn,Single-Family,8
202502,Feb 2025,City/Other,Fairburn,Single-Family,1
202503,Mar 2025,City/Other,Fairburn,Single-Family,1
202504,Apr 2025,City/Other,Fairburn,Single-Family,3
202505,May 2025,City/Other,Fairburn,Single-Family,3
202506,Jun 2025,City/Other,Fairburn,Single-Family,3
202507,Jul 2025,City/Other,Fairburn,Single-Family,7
202508,Aug 2025,City/Other,Fairburn,Single-Family,2
202509,Sep 2025,City/Other,Fairburn,Single-Family,2
202510,Oct 2025,City/Other,Fairburn,Single-Family,3
202511,Nov 2025,City/Other,Fairburn,Single-Family,2
202512,Dec 2025,City/Other,Fairburn,Single-Family,3
202407,Jul 2024,County,Fayette,Single-Family,18
202408,Aug 2024,County,Fayette,Single-Family,41
202409,Sep 2024,County,Fayette,Single-Family,17
202410,Oct 2024,County,Fayette,Single-Family,30
202411,Nov 2024,County,Fayette,Single-Family,17
202412,Dec 2024,County,Fayette,Single-Family,29
202501,Jan 2025,County,Fayette,Single-Family,35
202502,Feb 2025,County,Fayette,Single-Family,36
202503,Mar 2025,County,Fayette,Single-Family,32
202504,Apr 2025,County,Fayette,Single-Family,43
202505,May 2025,County,Fayette,Single-Family,24
202506,Jun 2025,County,Fayette,Single-Family,32
202507,Jul 2025,County,Fayette,Single-Family,45
202508,Aug 2025,County,Fayette,Single-Family,43
202509,Sep 2025,County,Fayette,Single-Family,47
202510,Oct 2025,County,Fayette,Single-Family,59
202511,Nov 2025,County,Fayette,Single-Family,50
202512,Dec 2025,County,Fayette,Single-Family,25
202407,Jul 2024,City/Other,Fayetteville,Single-Family,2
202408,Aug 2024,City/Other,Fayetteville,Single-Family,25
202409,Sep 2024,City/Other,Fayetteville,Single-Family,1
202410,Oct 2024,City/Other,Fayetteville,Single-Family,2
202411,Nov 2024,City/Other,Fayetteville,Single-Family,0
202412,Dec 2024,City/Other,Fayetteville,Single-Family,3
202501,Jan 2025,City/Other,Fayetteville,Single-Family,7
202502,Feb 2025,City/Other,Fayetteville,Single-Family,2
202503,Mar 2025,City/Other,Fayetteville,Single-Family,0
202504,Apr 2025,City/Other,Fayetteville,Single-Family,11
202505,May 2025,City/Other,Fayetteville,Single-Family,0
202506,Jun 2025,City/Other,Fayetteville,Single-Family,2
202507,Jul 2025,City/Other,Fayetteville,Single-Family,14
202508,Aug 2025,City/Other,Fayetteville,Single-Family,14
202509,Sep 2025,City/Other,Fayetteville,Single-Family,25
202510,Oct 2025,City/Other,Fayetteville,Single-Family,32
202511,Nov 2025,City/Other,Fayetteville,Single-Family,22
202512,Dec 2025,City/Other,Fayetteville,Single-Family,12
202407,Jul 2024,City/Other,Forest Park,Single-Family,1
202408,Aug 2024,City/Other,Forest Park,Single-Family,2
202409,Sep 2024,City/Other,Forest Park,Single-Family,2
202410,Oct 2024,City/Other,Forest Park,Single-Family,1
202411,Nov 2024,City/Other,Forest Park,Single-Family,2
202412,Dec 2024,City/Other,Forest Park,Single-Family,2
202501,Jan 2025,City/Other,Forest Park,Single-Family,1
202502,Feb 2025,City/Other,Forest Park,Single-Family,2
202503,Mar 2025,City/Other,Forest Park,Single-Family,2
202504,Apr 2025,City/Other,Forest Park,Single-Family,1
202505,May 2025,City/Other,Forest Park,Single-Family,1
202506,Jun 2025,City/Other,Forest Park,Single-Family,1
202507,Jul 2025,City/Other,Forest Park,Single-Family,1
202508,Aug 2025,City/Other,Forest Park,Single-Family,0
202509,Sep 2025,City/Other,Forest Park,Single-Family,0
202510,Oct 2025,City/Other,Forest Park,Single-Family,1
202511,Nov 2025,City/Other,Forest Park,Single-Family,1
202512,Dec 2025,City/Other,Forest Park,Single-Family,1
202407,Jul 2024,County,Forsyth,Single-Family,124
202408,Aug 2024,County,Forsyth,Single-Family,274
202409,Sep 2024,County,Forsyth,Single-Family,109
202410,Oct 2024,County,Forsyth,Single-Family,127
202411,Nov 2024,County,Forsyth,Single-Family,116
202412,Dec 2024,County,Forsyth,Single-Family,127
202501,Jan 2025,County,Forsyth,Single-Family,131
202502,Feb 2025,County,Forsyth,Single-Family,187
202503,Mar 2025,County,Forsyth,Single-Family,132
202504,Apr 2025,County,Forsyth,Single-Family,131
202505,May 2025,County,Forsyth,Single-Family,116
202506,Jun 2025,County,Forsyth,Single-Family,90
202507,Jul 2025,County,Forsyth,Single-Family,130
202508,Aug 2025,County,Forsyth,Single-Family,116
202509,Sep 2025,County,Forsyth,Single-Family,87
202510,Oct 2025,County,Forsyth,Single-Family,121
202511,Nov 2025,County,Forsyth,Single-Family,82
202512,Dec 2025,County,Forsyth,Single-Family,90
202407,Jul 2024,County,Fulton,Single-Family,309
202408,Aug 2024,County,Fulton,Single-Family,299
202409,Sep 2024,County,Fulton,Single-Family,175
202410,Oct 2024,County,Fulton,Single-Family,262
202411,Nov 2024,County,Fulton,Single-Family,209
202412,Dec 2024,County,Fulton,Single-Family,199
202501,Jan 2025,County,Fulton,Single-Family,199
202502,Feb 2025,County,Fulton,Single-Family,169
202503,Mar 2025,County,Fulton,Single-Family,208
202504,Apr 2025,County,Fulton,Single-Family,177
202505,May 2025,County,Fulton,Single-Family,180
202506,Jun 2025,County,Fulton,Single-Family,293
202507,Jul 2025,County,Fulton,Single-Family,175
202508,Aug 2025,County,Fulton,Single-Family,177
202509,Sep 2025,County,Fulton,Single-Family,178
202510,Oct 2025,County,Fulton,Single-Family,244
202511,Nov 2025,County,Fulton,Single-Family,116
202512,Dec 2025,County,Fulton,Single-Family,148
202407,Jul 2024,City/Other,Grayson,Single-Family,0
202408,Aug 2024,City/Other,Grayson,Single-Family,0
202409,Sep 2024,City/Other,Grayson,Single-Family,0
202410,Oct 2024,City/Other,Grayson,Single-Family,15
202411,Nov 2024,City/Other,Grayson,Single-Family,8
202412,Dec 2024,City/Other,Grayson,Single-Family,1
202501,Jan 2025,City/Other,Grayson,Single-Family,5
202502,Feb 2025,City/Other,Grayson,Single-Family,10
202503,Mar 2025,City/Other,Grayson,Single-Family,11
202504,Apr 2025,City/Other,Grayson,Single-Family,3
202505,May 2025,City/Other,Grayson,Single-Family,0
202506,Jun 2025,City/Other,Grayson,Single-Family,0
202507,Jul 2025,City/Other,Grayson,Single-Family,0
202508,Aug 2025,City/Other,Grayson,Single-Family,0
202509,Sep 2025,City/Other,Grayson,Single-Family,0
202510,Oct 2025,City/Other,Grayson,Single-Family,0
202511,Nov 2025,City/Other,Grayson,Single-Family,0
202512,Dec 2025,City/Other,Grayson,Single-Family,0
202407,Jul 2024,County,Gwinnett,Single-Family,341
202408,Aug 2024,County,Gwinnett,Single-Family,319
202409,Sep 2024,County,Gwinnett,Single-Family,238
202410,Oct 2024,County,Gwinnett,Single-Family,285
202411,Nov 2024,County,Gwinnett,Single-Family,247
202412,Dec 2024,County,Gwinnett,Single-Family,312
202501,Jan 2025,County,Gwinnett,Single-Family,254
202502,Feb 2025,County,Gwinnett,Single-Family,274
202503,Mar 2025,County,Gwinnett,Single-Family,318
202504,Apr 2025,County,Gwinnett,Single-Family,283
202505,May 2025,County,Gwinnett,Single-Family,327
202506,Jun 2025,County,Gwinnett,Single-Family,244
202507,Jul 2025,County,Gwinnett,Single-Family,202
202508,Aug 2025,County,Gwinnett,Single-Family,312
202509,Sep 2025,County,Gwinnett,Single-Family,217
202510,Oct 2025,County,Gwinnett,Single-Family,251
202511,Nov 2025,County,Gwinnett,Single-Family,166
202512,Dec 2025,County,Gwinnett,Single-Family,168
202407,Jul 2024,City/Other,Hampton,Single-Family,2
202408,Aug 2024,City/Other,Hampton,Single-Family,2
202409,Sep 2024,City/Other,Hampton,Single-Family,2
202410,Oct 2024,City/Other,Hampton,Single-Family,2
202411,Nov 2024,City/Other,Hampton,Single-Family,1
202412,Dec 2024,City/Other,Hampton,Single-Family,2
202501,Jan 2025,City/Other,Hampton,Single-Family,2
202502,Feb 2025,City/Other,Hampton,Single-Family,1
202503,Mar 2025,City/Other,Hampton,Single-Family,2
202504,Apr 2025,City/Other,Hampton,Single-Family,3
202505,May 2025,City/Other,Hampton,Single-Family,3
202506,Jun 2025,City/Other,Hampton,Single-Family,3
202507,Jul 2025,City/Other,Hampton,Single-Family,3
202508,Aug 2025,City/Other,Hampton,Single-Family,3
202509,Sep 2025,City/Other,Hampton,Single-Family,0
202510,Oct 2025,City/Other,Hampton,Single-Family,1
202511,Nov 2025,City/Other,Hampton,Single-Family,0
202512,Dec 2025,City/Other,Hampton,Single-Family,2
202407,Jul 2024,City/Other,Hapeville,Single-Family,14
202408,Aug 2024,City/Other,Hapeville,Single-Family,0
202409,Sep 2024,City/Other,Hapeville,Single-Family,1
202410,Oct 2024,City/Other,Hapeville,Single-Family,0
202411,Nov 2024,City/Other,Hapeville,Single-Family,9
202412,Dec 2024,City/Other,Hapeville,Single-Family,0
202501,Jan 2025,City/Other,Hapeville,Single-Family,0
202502,Feb 2025,City/Other,Hapeville,Single-Family,0
202503,Mar 2025,City/Other,Hapeville,Single-Family,0
202504,Apr 2025,City/Other,Hapeville,Single-Family,0
202505,May 2025,City/Other,Hapeville,Single-Family,0
202506,Jun 2025,City/Other,Hapeville,Single-Family,0
202507,Jul 2025,City/Other,Hapeville,Single-Family,0
202508,Aug 2025,City/Other,Hapeville,Single-Family,0
202509,Sep 2025,City/Other,Hapeville,Single-Family,5
202510,Oct 2025,City/Other,Hapeville,Single-Family,60
202511,Nov 2025,City/Other,Hapeville,Single-Family,0
202512,Dec 2025,City/Other,Hapeville,Single-Family,0
202407,Jul 2024,County,Henry,Single-Family,159
202408,Aug 2024,County,Henry,Single-Family,177
202409,Sep 2024,County,Henry,Single-Family,107
202410,Oct 2024,County,Henry,Single-Family,232
202411,Nov 2024,County,Henry,Single-Family,161
202412,Dec 2024,County,Henry,Single-Family,170
202501,Jan 2025,County,Henry,Single-Family,122
202502,Feb 2025,County,Henry,Single-Family,105
202503,Mar 2025,County,Henry,Single-Family,171
202504,Apr 2025,County,Henry,Single-Family,200
202505,May 2025,County,Henry,Single-Family,115
202506,Jun 2025,County,Henry,Single-Family,138
202507,Jul 2025,County,Henry,Single-Family,189
202508,Aug 2025,County,Henry,Single-Family,118
202509,Sep 2025,County,Henry,Single-Family,146
202510,Oct 2025,County,Henry,Single-Family,172
202511,Nov 2025,County,Henry,Single-Family,138
202512,Dec 2025,County,Henry,Single-Family,115
202407,Jul 2024,City/Other,Holly Springs,Single-Family,8
202408,Aug 2024,City/Other,Holly Springs,Single-Family,9
202409,Sep 2024,City/Other,Holly Springs,Single-Family,10
202410,Oct 2024,City/Other,Holly Springs,Single-Family,12
202411,Nov 2024,City/Other,Holly Springs,Single-Family,0
202412,Dec 2024,City/Other,Holly Springs,Single-Family,4
202501,Jan 2025,City/Other,Holly Springs,Single-Family,3
202502,Feb 2025,City/Other,Holly Springs,Single-Family,12
202503,Mar 2025,City/Other,Holly Springs,Single-Family,4
202504,Apr 2025,City/Other,Holly Springs,Single-Family,56
202505,May 2025,City/Other,Holly Springs,Single-Family,31
202506,Jun 2025,City/Other,Holly Springs,Single-Family,1
202507,Jul 2025,City/Other,Holly Springs,Single-Family,4
202508,Aug 2025,City/Other,Holly Springs,Single-Family,13
202509,Sep 2025,City/Other,Holly Springs,Single-Family,3
202510,Oct 2025,City/Other,Holly Springs,Single-Family,7
202511,Nov 2025,City/Other,Holly Springs,Single-Family,1
202512,Dec 2025,City/Other,Holly Springs,Single-Family,1
202407,Jul 2024,City/Other,Johns Creek,Single-Family,12
202408,Aug 2024,City/Other,Johns Creek,Single-Family,6
202409,Sep 2024,City/Other,Johns Creek,Single-Family,7
202410,Oct 2024,City/Other,Johns Creek,Single-Family,15
202411,Nov 2024,City/Other,Johns Creek,Single-Family,6
202412,Dec 2024,City/Other,Johns Creek,Single-Family,5
202501,Jan 2025,City/Other,Johns Creek,Single-Family,1
202502,Feb 2025,City/Other,Johns Creek,Single-Family,2
202503,Mar 2025,City/Other,Johns Creek,Single-Family,1
202504,Apr 2025,City/Other,Johns Creek,Single-Family,0
202505,May 2025,City/Other,Johns Creek,Single-Family,1
202506,Jun 2025,City/Other,Johns Creek,Single-Family,23
202507,Jul 2025,City/Other,Johns Creek,Single-Family,0
202508,Aug 2025,City/Other,Johns Creek,Single-Family,1
202509,Sep 2025,City/Other,Johns Creek,Single-Family,1
202510,Oct 2025,City/Other,Johns Creek,Single-Family,12
202511,Nov 2025,City/Other,Johns Creek,Single-Family,0
202512,Dec 2025,City/Other,Johns Creek,Single-Family,1
202407,Jul 2024,City/Other,Jonesboro,Single-Family,0
202408,Aug 2024,City/Other,Jonesboro,Single-Family,2
202409,Sep 2024,City/Other,Jonesboro,Single-Family,0
202410,Oct 2024,City/Other,Jonesboro,Single-Family,0
202411,Nov 2024,City/Other,Jonesboro,Single-Family,0
202412,Dec 2024,City/Other,Jonesboro,Single-Family,0
202501,Jan 2025,City/Other,Jonesboro,Single-Family,0
202502,Feb 2025,City/Other,Jonesboro,Single-Family,0
202503,Mar 2025,City/Other,Jonesboro,Single-Family,0
202504,Apr 2025,City/Other,Jonesboro,Single-Family,0
202505,May 2025,City/Other,Jonesboro,Single-Family,1
202506,Jun 2025,City/Other,Jonesboro,Single-Family,1
202507,Jul 2025,City/Other,Jonesboro,Single-Family,1
202508,Aug 2025,City/Other,Jonesboro,Single-Family,0
202509,Sep 2025,City/Other,Jonesboro,Single-Family,0
202510,Oct 2025,City/Other,Jonesboro,Single-Family,1
202511,Nov 2025,City/Other,Jonesboro,Single-Family,0
202512,Dec 2025,City/Other,Jonesboro,Single-Family,0
202407,Jul 2024,City/Other,Kennesaw,Single-Family,6
202408,Aug 2024,City/Other,Kennesaw,Single-Family,0
202409,Sep 2024,City/Other,Kennesaw,Single-Family,0
202410,Oct 2024,City/Other,Kennesaw,Single-Family,18
202411,Nov 2024,City/Other,Kennesaw,Single-Family,0
202412,Dec 2024,City/Other,Kennesaw,Single-Family,5
202501,Jan 2025,City/Other,Kennesaw,Single-Family,5
202502,Feb 2025,City/Other,Kennesaw,Single-Family,1
202503,Mar 2025,City/Other,Kennesaw,Single-Family,0
202504,Apr 2025,City/Other,Kennesaw,Single-Family,19
202505,May 2025,City/Other,Kennesaw,Single-Family,0
202506,Jun 2025,City/Other,Kennesaw,Single-Family,5
202507,Jul 2025,City/Other,Kennesaw,Single-Family,12
202508,Aug 2025,City/Other,Kennesaw,Single-Family,6
202509,Sep 2025,City/Other,Kennesaw,Single-Family,0
202510,Oct 2025,City/Other,Kennesaw,Single-Family,0
202511,Nov 2025,City/Other,Kennesaw,Single-Family,0
202512,Dec 2025,City/Other,Kennesaw,Single-Family,0
202407,Jul 2024,City/Other,Lake City,Single-Family,0
202408,Aug 2024,City/Other,Lake City,Single-Family,0
202409,Sep 2024,City/Other,Lake City,Single-Family,0
202410,Oct 2024,City/Other,Lake City,Single-Family,0
202411,Nov 2024,City/Other,Lake City,Single-Family,0
202412,Dec 2024,City/Other,Lake City,Single-Family,0
202501,Jan 2025,City/Other,Lake City,Single-Family,0
202502,Feb 2025,City/Other,Lake City,Single-Family,0
202503,Mar 2025,City/Other,Lake City,Single-Family,0
202504,Apr 2025,City/Other,Lake City,Single-Family,0
202505,May 2025,City/Other,Lake City,Single-Family,0
202506,Jun 2025,City/Other,Lake City,Single-Family,0
202507,Jul 2025,City/Other,Lake City,Single-Family,0
202508,Aug 2025,City/Other,Lake City,Single-Family,0
202509,Sep 2025,City/Other,Lake City,Single-Family,1
202510,Oct 2025,City/Other,Lake City,Single-Family,0
202511,Nov 2025,City/Other,Lake City,Single-Family,0
202512,Dec 2025,City/Other,Lake City,Single-Family,0
202407,Jul 2024,City/Other,Lawrenceville,Single-Family,8
202408,Aug 2024,City/Other,Lawrenceville,Single-Family,12
202409,Sep 2024,City/Other,Lawrenceville,Single-Family,0
202410,Oct 2024,City/Other,Lawrenceville,Single-Family,0
202411,Nov 2024,City/Other,Lawrenceville,Single-Family,1
202412,Dec 2024,City/Other,Lawrenceville,Single-Family,6
202501,Jan 2025,City/Other,Lawrenceville,Single-Family,2
202502,Feb 2025,City/Other,Lawrenceville,Single-Family,3
202503,Mar 2025,City/Other,Lawrenceville,Single-Family,0
202504,Apr 2025,City/Other,Lawrenceville,Single-Family,1
202505,May 2025,City/Other,Lawrenceville,Single-Family,1
202506,Jun 2025,City/Other,Lawrenceville,Single-Family,3
202507,Jul 2025,City/Other,Lawrenceville,Single-Family,2
202508,Aug 2025,City/Other,Lawrenceville,Single-Family,1
202509,Sep 2025,City/Other,Lawrenceville,Single-Family,4
202510,Oct 2025,City/Other,Lawrenceville,Single-Family,0
202511,Nov 2025,City/Other,Lawrenceville,Single-Family,1
202512,Dec 2025,City/Other,Lawrenceville,Single-Family,4
202407,Jul 2024,City/Other,Lilburn,Single-Family,1
202408,Aug 2024,City/Other,Lilburn,Single-Family,4
202409,Sep 2024,City/Other,Lilburn,Single-Family,4
202410,Oct 2024,City/Other,Lilburn,Single-Family,2
202411,Nov 2024,City/Other,Lilburn,Single-Family,6
202412,Dec 2024,City/Other,Lilburn,Single-Family,11
202501,Jan 2025,City/Other,Lilburn,Single-Family,5
202502,Feb 2025,City/Other,Lilburn,Single-Family,2
202503,Mar 2025,City/Other,Lilburn,Single-Family,12
202504,Apr 2025,City/Other,Lilburn,Single-Family,0
202505,May 2025,City/Other,Lilburn,Single-Family,1
202506,Jun 2025,City/Other,Lilburn,Single-Family,4
202507,Jul 2025,City/Other,Lilburn,Single-Family,9
202508,Aug 2025,City/Other,Lilburn,Single-Family,2
202509,Sep 2025,City/Other,Lilburn,Single-Family,9
202510,Oct 2025,City/Other,Lilburn,Single-Family,7
202511,Nov 2025,City/Other,Lilburn,Single-Family,8
202512,Dec 2025,City/Other,Lilburn,Single-Family,1
202407,Jul 2024,City/Other,Lithonia,Single-Family,0
202408,Aug 2024,City/Other,Lithonia,Single-Family,0
202409,Sep 2024,City/Other,Lithonia,Single-Family,0
202410,Oct 2024,City/Other,Lithonia,Single-Family,1
202411,Nov 2024,City/Other,Lithonia,Single-Family,0
202412,Dec 2024,City/Other,Lithonia,Single-Family,1
202501,Jan 2025,City/Other,Lithonia,Single-Family,0
202502,Feb 2025,City/Other,Lithonia,Single-Family,0
202503,Mar 2025,City/Other,Lithonia,Single-Family,0
202504,Apr 2025,City/Other,Lithonia,Single-Family,0
202505,May 2025,City/Other,Lithonia,Single-Family,0
202506,Jun 2025,City/Other,Lithonia,Single-Family,0
202507,Jul 2025,City/Other,Lithonia,Single-Family,0
202508,Aug 2025,City/Other,Lithonia,Single-Family,0
202509,Sep 2025,City/Other,Lithonia,Single-Family,0
202510,Oct 2025,City/Other,Lithonia,Single-Family,0
202511,Nov 2025,City/Other,Lithonia,Single-Family,0
202512,Dec 2025,City/Other,Lithonia,Single-Family,0
202407,Jul 2024,City/Other,Locust Grove,Single-Family,39
202408,Aug 2024,City/Other,Locust Grove,Single-Family,20
202409,Sep 2024,City/Other,Locust Grove,Single-Family,18
202410,Oct 2024,City/Other,Locust Grove,Single-Family,23
202411,Nov 2024,City/Other,Locust Grove,Single-Family,8
202412,Dec 2024,City/Other,Locust Grove,Single-Family,28
202501,Jan 2025,City/Other,Locust Grove,Single-Family,11
202502,Feb 2025,City/Other,Locust Grove,Single-Family,15
202503,Mar 2025,City/Other,Locust Grove,Single-Family,46
202504,Apr 2025,City/Other,Locust Grove,Single-Family,17
202505,May 2025,City/Other,Locust Grove,Single-Family,12
202506,Jun 2025,City/Other,Locust Grove,Single-Family,20
202507,Jul 2025,City/Other,Locust Grove,Single-Family,22
202508,Aug 2025,City/Other,Locust Grove,Single-Family,14
202509,Sep 2025,City/Other,Locust Grove,Single-Family,21
202510,Oct 2025,City/Other,Locust Grove,Single-Family,24
202511,Nov 2025,City/Other,Locust Grove,Single-Family,13
202512,Dec 2025,City/Other,Locust Grove,Single-Family,7
202407,Jul 2024,City/Other,Lovejoy,Single-Family,2
202408,Aug 2024,City/Other,Lovejoy,Single-Family,14
202409,Sep 2024,City/Other,Lovejoy,Single-Family,13
202410,Oct 2024,City/Other,Lovejoy,Single-Family,2
202411,Nov 2024,City/Other,Lovejoy,Single-Family,22
202412,Dec 2024,City/Other,Lovejoy,Single-Family,0
202501,Jan 2025,City/Other,Lovejoy,Single-Family,18
202502,Feb 2025,City/Other,Lovejoy,Single-Family,1
202503,Mar 2025,City/Other,Lovejoy,Single-Family,6
202504,Apr 2025,City/Other,Lovejoy,Single-Family,9
202505,May 2025,City/Other,Lovejoy,Single-Family,4
202506,Jun 2025,City/Other,Lovejoy,Single-Family,2
202507,Jul 2025,City/Other,Lovejoy,Single-Family,5
202508,Aug 2025,City/Other,Lovejoy,Single-Family,0
202509,Sep 2025,City/Other,Lovejoy,Single-Family,11
202510,Oct 2025,City/Other,Lovejoy,Single-Family,4
202511,Nov 2025,City/Other,Lovejoy,Single-Family,2
202512,Dec 2025,City/Other,Lovejoy,Single-Family,2
202407,Jul 2024,City/Other,Marietta,Single-Family,3
202408,Aug 2024,City/Other,Marietta,Single-Family,0
202409,Sep 2024,City/Other,Marietta,Single-Family,1
202410,Oct 2024,City/Other,Marietta,Single-Family,14
202411,Nov 2024,City/Other,Marietta,Single-Family,29
202412,Dec 2024,City/Other,Marietta,Single-Family,10
202501,Jan 2025,City/Other,Marietta,Single-Family,1
202502,Feb 2025,City/Other,Marietta,Single-Family,5
202503,Mar 2025,City/Other,Marietta,Single-Family,8
202504,Apr 2025,City/Other,Marietta,Single-Family,6
202505,May 2025,City/Other,Marietta,Single-Family,17
202506,Jun 2025,City/Other,Marietta,Single-Family,8
202507,Jul 2025,City/Other,Marietta,Single-Family,4
202508,Aug 2025,City/Other,Marietta,Single-Family,9
202509,Sep 2025,City/Other,Marietta,Single-Family,9
202510,Oct 2025,City/Other,Marietta,Single-Family,9
202511,Nov 2025,City/Other,Marietta,Single-Family,14
202512,Dec 2025,City/Other,Marietta,Single-Family,22
202407,Jul 2024,City/Other,McDonough,Single-Family,15
202408,Aug 2024,City/Other,McDonough,Single-Family,10
202409,Sep 2024,City/Other,McDonough,Single-Family,12
202410,Oct 2024,City/Other,McDonough,Single-Family,14
202411,Nov 2024,City/Other,McDonough,Single-Family,11
202412,Dec 2024,City/Other,McDonough,Single-Family,12
202501,Jan 2025,City/Other,McDonough,Single-Family,13
202502,Feb 2025,City/Other,McDonough,Single-Family,1
202503,Mar 2025,City/Other,McDonough,Single-Family,6
202504,Apr 2025,City/Other,McDonough,Single-Family,16
202505,May 2025,City/Other,McDonough,Single-Family,16
202506,Jun 2025,City/Other,McDonough,Single-Family,15
202507,Jul 2025,City/Other,McDonough,Single-Family,15
202508,Aug 2025,City/Other,McDonough,Single-Family,13
202509,Sep 2025,City/Other,McDonough,Single-Family,13
202510,Oct 2025,City/Other,McDonough,Single-Family,13
202511,Nov 2025,City/Other,McDonough,Single-Family,11
202512,Dec 2025,City/Other,McDonough,Single-Family,12
202407,Jul 2024,City/Other,Milton,Single-Family,6
202408,Aug 2024,City/Other,Milton,Single-Family,5
202409,Sep 2024,City/Other,Milton,Single-Family,4
202410,Oct 2024,City/Other,Milton,Single-Family,13
202411,Nov 2024,City/Other,Milton,Single-Family,14
202412,Dec 2024,City/Other,Milton,Single-Family,19
202501,Jan 2025,City/Other,Milton,Single-Family,8
202502,Feb 2025,City/Other,Milton,Single-Family,16
202503,Mar 2025,City/Other,Milton,Single-Family,11
202504,Apr 2025,City/Other,Milton,Single-Family,10
202505,May 2025,City/Other,Milton,Single-Family,8
202506,Jun 2025,City/Other,Milton,Single-Family,13
202507,Jul 2025,City/Other,Milton,Single-Family,14
202508,Aug 2025,City/Other,Milton,Single-Family,16
202509,Sep 2025,City/Other,Milton,Single-Family,11
202510,Oct 2025,City/Other,Milton,Single-Family,12
202511,Nov 2025,City/Other,Milton,Single-Family,7
202512,Dec 2025,City/Other,Milton,Single-Family,17
202407,Jul 2024,City/Other,Morrow,Single-Family,0
202408,Aug 2024,City/Other,Morrow,Single-Family,0
202409,Sep 2024,City/Other,Morrow,Single-Family,0
202410,Oct 2024,City/Other,Morrow,Single-Family,0
202411,Nov 2024,City/Other,Morrow,Single-Family,0
202412,Dec 2024,City/Other,Morrow,Single-Family,0
202501,Jan 2025,City/Other,Morrow,Single-Family,0
202502,Feb 2025,City/Other,Morrow,Single-Family,0
202503,Mar 2025,City/Other,Morrow,Single-Family,0
202504,Apr 2025,City/Other,Morrow,Single-Family,0
202505,May 2025,City/Other,Morrow,Single-Family,0
202506,Jun 2025,City/Other,Morrow,Single-Family,0
202507,Jul 2025,City/Other,Morrow,Single-Family,0
202508,Aug 2025,City/Other,Morrow,Single-Family,0
202509,Sep 2025,City/Other,Morrow,Single-Family,0
202510,Oct 2025,City/Other,Morrow,Single-Family,0
202511,Nov 2025,City/Other,Morrow,Single-Family,0
202512,Dec 2025,City/Other,Morrow,Single-Family,0
202407,Jul 2024,City/Other,Mountain Park,Single-Family,0
202408,Aug 2024,City/Other,Mountain Park,Single-Family,0
202409,Sep 2024,City/Other,Mountain Park,Single-Family,0
202410,Oct 2024,City/Other,Mountain Park,Single-Family,0
202411,Nov 2024,City/Other,Mountain Park,Single-Family,0
202412,Dec 2024,City/Other,Mountain Park,Single-Family,0
202501,Jan 2025,City/Other,Mountain Park,Single-Family,0
202502,Feb 2025,City/Other,Mountain Park,Single-Family,0
202503,Mar 2025,City/Other,Mountain Park,Single-Family,1
202504,Apr 2025,City/Other,Mountain Park,Single-Family,0
202505,May 2025,City/Other,Mountain Park,Single-Family,0
202506,Jun 2025,City/Other,Mountain Park,Single-Family,0
202507,Jul 2025,City/Other,Mountain Park,Single-Family,1
202508,Aug 2025,City/Other,Mountain Park,Single-Family,0
202509,Sep 2025,City/Other,Mountain Park,Single-Family,0
202510,Oct 2025,City/Other,Mountain Park,Single-Family,0
202511,Nov 2025,City/Other,Mountain Park,Single-Family,0
202512,Dec 2025,City/Other,Mountain Park,Single-Family,0
202407,Jul 2024,City/Other,Nelson,Single-Family,0
202408,Aug 2024,City/Other,Nelson,Single-Family,0
202409,Sep 2024,City/Other,Nelson,Single-Family,0
202410,Oct 2024,City/Other,Nelson,Single-Family,1
202411,Nov 2024,City/Other,Nelson,Single-Family,0
202412,Dec 2024,City/Other,Nelson,Single-Family,1
202501,Jan 2025,City/Other,Nelson,Single-Family,0
202502,Feb 2025,City/Other,Nelson,Single-Family,0
202503,Mar 2025,City/Other,Nelson,Single-Family,0
202504,Apr 2025,City/Other,Nelson,Single-Family,1
202505,May 2025,City/Other,Nelson,Single-Family,1
202506,Jun 2025,City/Other,Nelson,Single-Family,0
202507,Jul 2025,City/Other,Nelson,Single-Family,0
202508,Aug 2025,City/Other,Nelson,Single-Family,1
202509,Sep 2025,City/Other,Nelson,Single-Family,0
202510,Oct 2025,City/Other,Nelson,Single-Family,0
202511,Nov 2025,City/Other,Nelson,Single-Family,0
202512,Dec 2025,City/Other,Nelson,Single-Family,0
